date,amount,price,symbol
2020-01-31,1.0,265.2799987792969,antm
2020-01-31,1.0,216.0500030517578,amgn
2020-01-31,7.0,49.58000183105469,fslr
2020-01-31,8.0,44.150001525878906,ugaz
2020-01-31,28.0,12.40999984741211,oii
2020-01-31,4.0,81.52671813964844,mrk
2020-01-31,15.0,22.940000534057617,jnpr
2020-01-31,2.0,132.36000061035156,jpm
2020-01-31,3.0,113.80999755859375,ibb
2020-01-31,16.0,21.809999465942383,hal
2020-01-31,2.0,141.3000030517578,spot
2020-01-31,92.0,3.8399999141693115,gme
2020-01-31,89.0,3.940000057220459,gpro
2020-01-31,4.0,76.80999755859375,crus
2020-01-31,2.0,135.69000244140625,uri
2020-01-31,25.0,14.100000381469727,viav
2020-01-31,2.0,131.35000610351562,cat
2020-01-31,1.0,268.8500061035156,biib
2020-01-31,1.0,280.6600036621094,asml
2020-01-31,2.0,165.74000549316406,klac
2020-01-31,4.0,72.86000061035156,edc
2020-01-31,5.0,61.939998626708984,svxy
2020-01-31,5.0,62.119998931884766,xom
2020-01-31,9.0,37.38999938964844,skx
2020-01-31,10.0,33.5099983215332,slb
2020-01-31,2.0,123.55999755859375,bidu
2020-01-31,6.0,53.400001525878906,ntap
2020-01-31,2.0,144.63999938964844,fdx
2020-01-31,3.0,109.75,adi
2020-01-31,1.0,336.239990234375,hum
2020-01-31,4.0,84.83000183105469,sbux
2020-01-31,22.0,15.65999984741211,nerd
2020-01-31,8.0,42.75,kss
2020-01-31,1.0,257.1000061035156,algn
2020-01-31,7.0,46.41999816894531,labu
2020-01-31,6.0,53.439998626708984,xle
2020-01-31,4.0,73.06999969482422,incy
2020-01-31,3.0,103.5199966430664,ups
2020-01-31,4.0,82.69999694824219,pm
2020-01-31,4.0,74.4000015258789,fang
2020-01-31,15.0,22.90999984741211,ewh
2020-01-31,4.0,84.30999755859375,vlo
2020-01-31,7.0,48.7400016784668,mchp
2020-01-31,6.0,51.529998779296875,arch
2020-01-31,9.0,37.959999084472656,ewt
2020-01-31,1.0,206.58999633789062,baba
2020-01-31,10.0,33.560001373291016,ebay
2020-01-31,11.0,30.600000381469727,momo
2020-01-31,10.0,33.400001525878906,hog
2020-01-31,4.0,72.91000366210938,eog
2020-01-31,3.0,99.13999938964844,xlv
2020-01-31,1.0,281.75,dpz
2020-01-31,4.0,84.4800033569336,xlnx
2020-01-31,7.0,47.529998779296875,mo
2020-01-31,2.0,135.0,pxd
2020-01-31,15.0,22.8799991607666,tbt
2020-01-31,31.0,11.100000381469727,fcx
2020-01-31,2.0,137.11000061035156,uhs
2020-01-31,2.0,122.12000274658203,ffiv
2020-01-31,38.0,9.069999694824219,x
2020-01-31,5.0,67.81999969482422,cvs
2020-01-31,3.0,110.73999786376953,tgt
2020-01-31,8.0,42.11000061035156,eem
2020-01-31,2.0,126.16000366210938,wynn
2020-01-31,10.0,32.45000076293945,meoh
2020-01-31,12.0,27.31999969482422,trip
2020-01-31,10.0,33.38999938964844,gm
2020-01-31,3.0,113.22000122070312,five
2020-01-31,8.0,42.0099983215332,vwo
2020-01-31,1.0,186.5933380126953,isrg
2020-01-31,1.0,290.07000732421875,ilmn
2020-01-31,2.0,160.52999877929688,iwm
2020-01-31,14.0,24.889999389648438,xme
2020-01-31,2.0,176.1699981689453,oled
2020-01-31,2.0,141.42999267578125,cohr
2020-01-31,7.0,46.939998626708984,wfc
2020-01-31,1.0,272.45001220703125,unh
2020-01-31,19.0,18.299999237060547,auph
2020-01-31,4.0,75.7699966430664,lite
2020-01-31,13.0,26.690000534057617,glw
2020-01-31,3.0,96.30000305175781,nke
2020-01-31,2.0,138.30999755859375,dis
2020-01-31,9.0,38.849998474121094,hlf
2020-01-31,4.0,74.41000366210938,c
2020-01-31,11.0,29.959999084472656,xlf
2020-01-31,10.0,32.83000183105469,bac
2020-01-31,4.0,78.22000122070312,mtch
2020-01-31,3.0,89.12000274658203,xbi
2020-01-31,9.0,37.619998931884766,t
2020-01-31,5.0,65.30999755859375,lvs
2020-01-31,9.0,38.560604095458984,ip
2020-01-31,5.0,65.0199966430664,tna
2020-01-31,11.0,29.8799991607666,stld
2020-01-31,10.0,32.599998474121094,yelp
2020-02-03,2.0,125.69999694824219,nxpi
2020-02-03,6.0,53.09000015258789,orcl
2020-02-03,2.0,163.16000366210938,casy
2020-02-03,4.0,86.4800033569336,qcom
2020-02-03,3.0,107.55999755859375,qrvo
2020-02-03,3.0,115.02999877929688,swks
2020-02-03,1.0,204.19000244140625,fb
2020-02-03,5.0,59.369998931884766,amba
2020-02-03,3.0,105.04000091552734,ea
2020-02-03,6.0,53.779998779296875,mu
2020-02-03,4.0,73.19999694824219,stmp
2020-02-03,30.0,11.619999885559082,aaoi
2020-02-03,10.0,33.41999816894531,ntnx
2020-02-03,5.0,59.720001220703125,amat
2020-02-03,28.0,12.220000267028809,comm
2020-02-03,1.0,318.3399963378906,tmo
2020-02-03,5.0,69.19999694824219,gddy
2020-02-03,5.0,65.9000015258789,ntes
2020-02-03,6.0,57.95000076293945,stx
2020-02-03,5.0,60.08250045776367,nvda
2020-02-03,1.0,283.9800109863281,dia
2020-02-03,7.0,49.439998626708984,tcehy
2020-02-04,66.0,5.349999904632568,sncr
2020-02-05,22.0,16.190000534057617,snap
2020-02-05,2.0,120.76000213623047,ttwo
2020-02-06,3.0,90.11000061035156,ice
2020-02-07,-1.0,276.4800109863281,antm
2020-02-07,-1.0,229.3300018310547,amgn
2020-02-07,-7.0,52.459999084472656,fslr
2020-02-07,-8.0,44.810001373291016,ugaz
2020-02-07,-28.0,12.829999923706055,oii
2020-02-07,-4.0,81.1832046508789,mrk
2020-02-07,-15.0,23.760000228881836,jnpr
2020-02-07,-2.0,137.1699981689453,jpm
2020-02-07,-3.0,121.52999877929688,ibb
2020-02-07,-16.0,21.799999237060547,hal
2020-02-07,-2.0,154.5500030517578,spot
2020-02-07,-92.0,3.809999942779541,gme
2020-02-07,-89.0,4.03000020980835,gpro
2020-02-07,-4.0,78.1500015258789,crus
2020-02-07,-2.0,149.75,uri
2020-02-07,-25.0,14.380000114440918,viav
2020-02-07,-2.0,133.3699951171875,cat
2020-02-07,1.0,205.07000732421875,vrsn
2020-02-07,-1.0,338.70001220703125,biib
2020-02-07,-1.0,304.9700012207031,asml
2020-02-07,-2.0,165.10000610351562,klac
2020-02-07,-4.0,79.16000366210938,edc
2020-02-07,-5.0,65.9800033569336,svxy
2020-02-07,-5.0,61.470001220703125,xom
2020-02-07,-9.0,39.5099983215332,skx
2020-02-07,-10.0,34.41999816894531,slb
2020-02-07,-2.0,130.91000366210938,bidu
2020-02-07,-6.0,57.34000015258789,ntap
2020-02-07,-2.0,155.66000366210938,fdx
2020-02-07,-3.0,112.2699966430664,adi
2020-02-07,-1.0,353.260009765625,hum
2020-02-07,-4.0,86.41999816894531,sbux
2020-02-07,-22.0,16.30299949645996,nerd
2020-02-07,-8.0,43.79999923706055,kss
2020-02-07,-1.0,258.6700134277344,algn
2020-02-07,-7.0,56.349998474121094,labu
2020-02-07,-6.0,53.97999954223633,xle
2020-02-07,-4.0,74.13999938964844,incy
2020-02-07,-3.0,103.12000274658203,ups
2020-02-07,-4.0,87.44999694824219,pm
2020-02-07,-4.0,74.23999786376953,fang
2020-02-07,-15.0,23.6200008392334,ewh
2020-02-07,-4.0,84.04000091552734,vlo
2020-02-07,-7.0,53.10499954223633,mchp
2020-02-07,-6.0,55.689998626708984,arch
2020-02-07,-9.0,39.310001373291016,ewt
2020-02-07,-1.0,216.52999877929688,baba
2020-02-07,-10.0,36.20000076293945,ebay
2020-02-07,-11.0,32.84000015258789,momo
2020-02-07,-10.0,33.869998931884766,hog
2020-02-07,-4.0,74.3499984741211,eog
2020-02-07,-3.0,103.04000091552734,xlv
2020-02-07,-1.0,275.510009765625,dpz
2020-02-07,-4.0,85.62000274658203,xlnx
2020-02-07,-7.0,46.220001220703125,mo
2020-02-07,-2.0,137.82000732421875,pxd
2020-02-07,-15.0,23.260000228881836,tbt
2020-02-07,-31.0,11.800000190734863,fcx
2020-02-07,-2.0,138.1300048828125,uhs
2020-02-07,-2.0,123.58000183105469,ffiv
2020-02-07,-38.0,9.0600004196167,x
2020-02-07,-5.0,71.55999755859375,cvs
2020-02-07,-3.0,115.61000061035156,tgt
2020-02-07,-8.0,43.36000061035156,eem
2020-02-07,5.0,63.959999084472656,alk
2020-02-07,-2.0,126.91000366210938,wynn
2020-02-07,-10.0,32.93000030517578,meoh
2020-02-07,-12.0,28.8799991607666,trip
2020-02-07,-10.0,33.630001068115234,gm
2020-02-07,-3.0,114.01000213623047,five
2020-02-07,-8.0,42.95000076293945,vwo
2020-02-07,-1.0,193.14332580566406,isrg
2020-02-07,-1.0,294.29998779296875,ilmn
2020-02-07,-2.0,164.8800048828125,iwm
2020-02-07,-14.0,26.059999465942383,xme
2020-02-07,-2.0,177.19000244140625,oled
2020-02-07,-2.0,150.74000549316406,cohr
2020-02-07,-7.0,47.84000015258789,wfc
2020-02-07,-1.0,289.2200012207031,unh
2020-02-07,-19.0,19.200000762939453,auph
2020-02-07,-4.0,87.30000305175781,lite
2020-02-07,-13.0,27.68000030517578,glw
2020-02-07,-3.0,99.44000244140625,nke
2020-02-07,-2.0,141.02000427246094,dis
2020-02-07,-9.0,40.869998931884766,hlf
2020-02-07,-4.0,78.69000244140625,c
2020-02-07,-11.0,30.920000076293945,xlf
2020-02-07,-10.0,34.61000061035156,bac
2020-02-07,-4.0,77.75,mtch
2020-02-07,-3.0,95.31999969482422,xbi
2020-02-07,-9.0,38.45000076293945,t
2020-02-07,-5.0,66.80000305175781,lvs
2020-02-07,-9.0,41.25,ip
2020-02-07,-5.0,70.0999984741211,tna
2020-02-07,-11.0,29.020000457763672,stld
2020-02-07,-10.0,34.060001373291016,yelp
2020-02-10,1.0,276.54998779296875,antm
2020-02-10,-2.0,133.19000244140625,nxpi
2020-02-10,9.0,38.86000061035156,ugaz
2020-02-10,28.0,12.529999732971191,oii
2020-02-10,16.0,21.399999618530273,hal
2020-02-10,-6.0,54.9900016784668,orcl
2020-02-10,90.0,3.940000057220459,gme
2020-02-10,91.0,3.9000000953674316,gpro
2020-02-10,4.0,78.37000274658203,crus
2020-02-10,24.0,14.430000305175781,viav
2020-02-10,2.0,134.32000732421875,cat
2020-02-10,-2.0,165.52000427246094,casy
2020-02-10,-4.0,88.5999984741211,qcom
2020-02-10,2.0,168.9199981689453,klac
2020-02-10,4.0,80.4000015258789,edc
2020-02-10,5.0,59.959999084472656,xom
2020-02-10,10.0,34.349998474121094,slb
2020-02-10,6.0,58.060001373291016,ntap
2020-02-10,-3.0,105.3499984741211,qrvo
2020-02-10,3.0,100.9000015258789,has
2020-02-10,-3.0,116.27999877929688,swks
2020-02-10,3.0,112.9000015258789,adi
2020-02-10,68.0,5.239999771118164,jmia
2020-02-10,4.0,87.52999877929688,sbux
2020-02-10,8.0,44.09000015258789,kss
2020-02-10,1.0,259.0299987792969,algn
2020-02-10,6.0,53.709999084472656,xle
2020-02-10,3.0,103.06999969482422,ups
2020-02-10,4.0,72.0,fang
2020-02-10,4.0,84.37000274658203,vlo
2020-02-10,8.0,39.77000045776367,ewt
2020-02-10,-1.0,213.05999755859375,fb
2020-02-10,-5.0,62.79999923706055,amba
2020-02-10,10.0,33.93000030517578,hog
2020-02-10,4.0,73.69999694824219,eog
2020-02-10,16.0,21.81999969482422,fsly
2020-02-10,4.0,86.41999816894531,xlnx
2020-02-10,7.0,46.20000076293945,mo
2020-02-10,-3.0,108.69999694824219,ea
2020-02-10,-6.0,57.33000183105469,mu
2020-02-10,15.0,23.100000381469727,tbt
